"region_id","region_name","area","Long","Lat","STATE","DEATHS","Age_0_4_yr_M","Age_0_4_yr_F","Age_5_14_yr_M","Age_5_14_yr_F","Age_15_19_yr_M","Age_15_19_yr_F","Age_20_24_yr_M","Age_20_24_yr_F","Age_25_34_yr_M","Age_25_34_yr_F","Age_35_44_yr_M","Age_35_44_yr_F","Age_45_54_yr_M","Age_45_54_yr_F","Age_55_64_yr_M","Age_55_64_yr_F","Age_65_74_yr_M","Age_65_74_yr_F","Age_75_84_yr_M","Age_75_84_yr_F","Age_85ov_M","Age_85ov_F","EXPDEATHS","Tot_P_M","Tot_P_F","Tot_P_P","Indig_Bth_Abor_Torres_St_Is_P","Birthplace_Australia_P","Lang_spoken_home_Eng_only_P","Australian_citizen_P","High_yr_schl_comp_Yr_12_eq_P","Count_psns_occ_priv_dwgs_P","Level.MEDIAN_MORTGAGE_REPAYMENT","Level.MEDIAN_HOUSEHOLD_WEEKLY_INCOME","Level.AVERAGE_HOUSEHOLD_SIZE","P_Tot_Marrd_reg_marrge","P_Tot_Married_de_facto","P_Tot_Not_married","Aust_Both_parents_born_Aust","Christianity_Tot_P","Islam_P","No_Religion_P","P_DNGTS_Tot","P_Tot_Volunteer","P_LonePsn_Tot","Total_dwelings","OPDs_Separate_house_Dwellings","O_OR_Total","O_MTG_Total","R_Tot_Total","P_PGrad_Deg_Total","P_BachDeg_Total","P_Health_Tot","P_Emp_FullT_Tot","P_Unem_look_Tot_Tot","Prop.ATSI","Prop.BORN_IN_AUS","Prop.SPEAK_ONLY_ENGLISH","Prop.AUS_CITIZEN","Prop.PARENTS_BORN_AUS","Prop.IN_PRIVATE_DWELLING","Prop.REGISTERED_MARRIAGE","Prop.DE_FACTO_MARRIAGE","Prop.NOT_MARRIED","Prop.CHRISTIAN","Prop.ISLAM","Prop.NO_RELIGION","Prop.NO_SCHOOLING","Prop.COMPLETED_HIGH_SCHOOL","Prop.BACHELOR_DEGREE","Prop.POST_GRADUATE","Prop.VOLUNTEERING","Prop.LIVE_ALONE","Prop.SEPARATE_HOUSES","Prop.OWNED_OUTRIGHT","Prop.OWNED_WITH_MORTGAGE","Prop.RENTED_ACCOM","Prop.FULL_TIME_EMPLOYED","Prop.UNEMPLOYED_AND_LOOKING","Prop.EMPLOYED_IN_HEALTH"
"101011001","Goulburn",64.6442605972615,149.71954352,-34.75053869,"NSW",220,729,644,1423,1276,748,671,647,625,1334,1227,1411,1415,1513,1424,1327,1283,935,1020,532,768,160,372,181.232474797567,10760,10724,21484,6,18858,19438,19463,5251,19428,1480,962,2.4,6928,1568,6582,8555,16528,41,2645,94,2819,2545,8251,7116,2794,2621,2571,216,1192,942,5950,609,0.000279277601936325,0.877769502885869,0.904766337739713,0.904766337739713,0.39820331409421,0.904300875069819,0.322472537702476,0.0729845466393595,0.306367529324148,0.769316700800596,0.00190839694656489,0.12311487618693,0.00437534909700242,0.244414447961274,0.0554831502513498,0.0100539936697077,0.131213926643083,0.118460249487991,0.862440916252575,0.338625621136832,0.317658465640528,0.311598594109805,0.276950288586855,0.028346676596537,0.043846583504003
"101011002","Goulburn Region",9035.11538633562,149.60463511,-34.51648038,"NSW",77,328,292,814,757,407,339,219,198,385,441,692,757,923,907,973,916,717,676,372,321,85,96,92.5344139168801,5915,5699,11614,0,9922,10763,10674,3042,10673,1600,978,2.4,4824,754,2826,4227,9041,28,1545,37,2427,1092,4393,4238,2099,1401,757,187,778,536,3433,218,0,0.85431375925607,0.92672636473222,0.92672636473222,0.363957292922335,0.918977096607543,0.415360771482693,0.0649216462889616,0.243327019114861,0.778457034613398,0.00241088341656621,0.133029102806957,0.00318581022903392,0.261925262614086,0.0669881177888755,0.0161012571034958,0.208971930428793,0.0940244532460823,0.96471659458229,0.477805599817892,0.318916458001366,0.172319599362622,0.29559152746685,0.0187704494575512,0.0461511968314104
"101011003","Yass",99.7338519055256,148.91595816,-34.82286473,"NSW",86,239,244,415,433,209,200,193,170,304,356,439,478,442,387,357,383,235,279,176,220,64,107,55.2982104450189,3072,3256,6328,0,5446,5804,5830,2019,5738,1802,1290,2.5,2326,471,1605,2466,4566,25,1071,11,1159,572,2289,2054,775,871,547,110,511,233,1930,94,0,0.860619469026549,0.917193426042984,0.917193426042984,0.389696586599241,0.906763590391909,0.367572692793932,0.0744310998735778,0.253634639696587,0.721554993678888,0.00395069532237674,0.169247787610619,0.00173830594184576,0.319058154235145,0.0807522123893805,0.0173830594184576,0.183154235145386,0.0903919089759798,0.897335080821319,0.338575797291394,0.380515508955876,0.238968982088248,0.304993678887484,0.0148546144121365,0.0368204804045512
"101011004","Yass Region",5681.96516933766,148.893149,-34.87672009,"NSW",32,343,322,824,802,357,318,172,188,383,479,824,884,908,831,777,751,481,404,148,134,18,47,49.3457712229506,5234,5161,10395,4,8656,9578,9634,4317,9596,2000,1727,2.7,4419,775,2097,3732,6687,21,2661,17,2417,607,3563,3497,1311,1609,562,457,1246,395,3641,115,0.000384800384800385,0.832708032708033,0.921404521404521,0.921404521404521,0.359018759018759,0.923136123136123,0.425108225108225,0.0745550745550746,0.201731601731602,0.643290043290043,0.00202020202020202,0.255988455988456,0.00163540163540164,0.415295815295815,0.11986531986532,0.043963443963444,0.232515632515633,0.0583934583934584,0.981476284030312,0.367948358125175,0.451585742351951,0.157732248105529,0.35026455026455,0.0110630110630111,0.037999037999038
"101011005","Young",505.75371131157,148.35306668,-34.3211381,"NSW",116,397,396,753,737,347,355,258,256,490,562,625,627,636,640,619,666,477,498,264,374,88,215,94.2254044709366,4955,5326,10281,0,9100,9479,9418,2178,9359,1300,816,2.5,3481,706,2849,4145,8138,138,1170,33,1693,1112,3829,3414,1475,1110,1095,70,534,420,2482,286,0,0.885127905845735,0.921992024122167,0.921992024122167,0.40317089777259,0.910320007781344,0.338585740686704,0.0686703628051746,0.277113121291703,0.791557241513471,0.0134228187919463,0.113802159323023,0.00320980449372629,0.211847096585935,0.0519404727166618,0.00680867619881334,0.164672697208443,0.108160684758292,0.891616610080961,0.385218072603813,0.289892922434056,0.285975450509271,0.241416204649353,0.0278183056122945,0.0408520571928801
"101011006","Young Region",5849.40158227346,148.49559547,-34.30979741,"NSW",77,235,230,525,484,225,212,145,136,275,293,425,477,540,521,598,570,484,402,224,237,50,106,64.3742545799408,3726,3667,7393,7,6577,6933,6886,1752,6796,1000,765,2.4,2871,445,1987,3075,6035,30,740,36,1545,879,2929,2801,1391,775,637,49,424,275,1956,172,0.00094684160692547,0.889625321249831,0.937778980116326,0.937778980116326,0.415933991613689,0.919247937237928,0.388340321926146,0.0601920735831192,0.26876775328013,0.816312728256459,0.00405789260110916,0.100094684160693,0.00486947112133099,0.236980927904775,0.0573515487623428,0.00662789124847829,0.208981468957122,0.118896253212498,0.95629907818368,0.474906111300785,0.264595425059747,0.217480368726528,0.264574597592317,0.0232652509130258,0.0371973488435006
"101021007","Braidwood",3418.49578830308,149.79319397,-35.45509642,"NSW",30,97,103,217,213,106,72,40,37,126,127,218,257,286,259,271,277,226,200,86,78,16,44,26.3933108148886,1690,1667,3357,0,2713,3035,2985,1173,2979,1517,912,2.3,1235,258,834,1133,2030,3,875,7,899,393,1305,1239,615,401,254,118,337,141,920,66,0,0.808162049448913,0.904081024724456,0.904081024724456,0.337503723562705,0.887399463806971,0.36788799523384,0.0768543342269884,0.248436103663986,0.604706583258862,0.000893655049151028,0.260649389335716,0.00208519511468573,0.349419124218052,0.100387250521299,0.0351504319332738,0.267798629728925,0.117068811438785,0.949425287356322,0.471264367816092,0.30727969348659,0.19463601532567,0.274054215072982,0.0196604110813226,0.0420017873100983
"101021008","Karabar",6.98228999692395,149.23279622,-35.3759539,"NSW",43,307,289,630,603,328,289,289,259,571,649,631,651,613,666,483,494,254,291,114,128,18,44,37.5603760386763,4238,4363,8601,14,6736,7041,7751,2965,8246,1900,1560,2.7,2936,658,2695,2902,6223,65,1464,32,961,744,3090,2558,871,1187,928,176,568,200,3165,156,0.00162771770724334,0.783164748285083,0.818625741192885,0.818625741192885,0.337402627601442,0.95872572956633,0.341355656319033,0.0765027322404372,0.313335658644344,0.723520520869666,0.00755726078362981,0.170212765957447,0.00372049761655621,0.344727357284037,0.0660388326938728,0.0204627368910592,0.111731194047204,0.086501569584932,0.827831715210356,0.281877022653722,0.384142394822006,0.300323624595469,0.367980467387513,0.0181374258807115,0.0232531101034763
"101021009","Queanbeyan",4.76361111667856,149.22545218,-35.35104081,"NSW",118,327,338,472,426,254,234,399,392,980,913,842,707,728,583,591,527,313,369,227,333,75,203,83.5240449708646,5210,5024,10234,5,7105,7696,8688,4084,9261,1733,1266,2.1,2851,977,3733,2683,6452,201,2114,95,1227,1730,4360,2133,1107,1387,1689,367,1051,320,3912,196,0.000488567520031268,0.694254445964432,0.752003126832128,0.752003126832128,0.262165331248779,0.904924760601915,0.278581199921829,0.0954660934141098,0.364764510455345,0.630447527848349,0.019640414305257,0.20656634746922,0.0092827828805941,0.39906195036154,0.102696892710573,0.0358608559702951,0.119894469415673,0.169044361930819,0.489220183486239,0.253899082568807,0.318119266055046,0.387385321100917,0.382255227672464,0.0191518467852257,0.0312683212820012
"101021010","Queanbeyan - East",13.0038813402824,149.25240681,-35.35517272,"NSW",24,171,122,237,204,128,105,196,221,467,437,377,316,354,318,259,247,148,134,62,84,14,40,23.5997388897822,2412,2229,4641,4,3240,3544,3860,2135,4269,1950,1397,2.2,1410,464,1610,1305,2868,100,931,21,627,766,1989,815,454,643,851,207,572,161,1939,84,0.000861883214824391,0.698125404007757,0.763628528334411,0.763628528334411,0.281189398836458,0.919844861021332,0.303813833225598,0.0999784529196294,0.346907993966817,0.617970265029089,0.0215470803706098,0.200603318250377,0.00452488687782805,0.460030165912519,0.123249299719888,0.0446024563671623,0.135100193923723,0.165050635638871,0.409753645047763,0.228255404725993,0.323278029160382,0.427853192559075,0.417797888386124,0.0180995475113122,0.0346907993966818
"101021011","Queanbeyan Region",3054.19735959771,149.39112476,-35.44403666,"NSW",43,474,443,1093,1097,518,515,376,301,543,605,1040,1191,1299,1277,1113,990,496,417,141,127,24,31,54.4902079046549,7117,6993,14110,0,11342,12713,12916,6190,12872,2167,2189,2.9,5816,1064,2907,4934,8907,6,3589,23,2730,652,4498,4301,1565,2322,524,719,1676,551,5225,177,0,0.803827072997874,0.90099220411056,0.90099220411056,0.349681077250177,0.912260807937633,0.41218993621545,0.0754075124025514,0.206024096385542,0.631254429482636,0.000425230333097094,0.254358610914245,0.00163004961020553,0.438695960311836,0.118781006378455,0.0509567682494685,0.193479801559178,0.0462083628632176,0.956202756780791,0.347932414406403,0.51622943530458,0.116496220542463,0.370304748405386,0.0125442948263643,0.0390503189227498
"101021012","Queanbeyan West - Jerrabomberra",13.6784728755835,149.20284373,-35.37758363,"NSW",26,514,495,1068,1100,476,480,383,368,711,818,1120,1258,1039,993,562,523,210,230,86,95,16,26,35.5096148193688,6186,6385,12571,6,10173,10853,11670,5561,12098,2383,2394,3,5047,814,2939,4126,9017,87,2444,16,1809,611,4118,3429,968,2067,1028,600,1367,391,5089,164,0.000477288998488585,0.809243496937396,0.863336250099435,0.863336250099435,0.328215734627317,0.962373717285817,0.401479595895315,0.064752207461618,0.233792061092992,0.717285816561928,0.00692069047808448,0.194415718717684,0.00127277066263623,0.442367353432503,0.108742343488983,0.0477288998488585,0.143902633044308,0.0486039296794209,0.832685769791161,0.235065565808645,0.501942690626518,0.249635745507528,0.404820618884735,0.0130458992920213,0.0311033330681728
"101031013","Bombala",3989.11865416699,149.04547198,-36.87792584,"NSW",25,64,69,155,160,78,53,43,35,101,116,149,132,190,185,205,193,141,112,66,83,31,58,25.8034270044787,1223,1196,2419,6,2125,2299,2263,604,2242,962,802,2.2,904,184,667,976,1825,0,400,9,657,331,1007,971,503,251,215,17,137,98,704,39,0.00248036378668871,0.878462174452253,0.950392724266226,0.950392724266226,0.403472509301364,0.926829268292683,0.3737081438611,0.0760644894584539,0.275733774286895,0.754443985117817,0,0.165357585779248,0.00372054568003307,0.249689954526664,0.0566349731293923,0.00702769739561802,0.271599834642414,0.136833402232327,0.964250248262165,0.499503475670308,0.249255213505462,0.213505461767627,0.291029350971476,0.0161223646134766,0.0405126085159157
"101031014","Cooma",103.669957370578,149.11940468,-36.25022352,"NSW",78,229,200,425,397,227,204,187,163,350,334,433,419,487,497,414,417,291,341,190,246,77,149,66.7447636752085,3308,3366,6674,6,5371,5834,5921,1879,6014,1200,893,2.3,2242,493,1957,2291,4698,17,1178,12,1273,894,2685,2365,995,817,782,99,461,250,1834,167,0.000899011087803416,0.804764758765358,0.874138447707522,0.874138447707522,0.343272400359604,0.901108780341624,0.335930476475877,0.0738687443811807,0.293227449805214,0.703925681750075,0.00254719808210968,0.176505843572071,0.00179802217560683,0.28154030566377,0.0690740185795625,0.0148336829487564,0.190740185795625,0.133952652082709,0.880819366852886,0.370577281191806,0.304283054003724,0.291247672253259,0.274797722505244,0.0250224752771951,0.0374587953251423
"101031015","Cooma Region",6249.0129301357,149.08236098,-36.12723517,"NSW",15,85,77,229,195,97,93,60,43,86,102,193,227,296,271,268,245,222,182,91,74,17,23,23.458654893285,1645,1531,3176,0,2624,2908,2913,1023,2930,1400,964,2.4,1325,215,740,1060,2245,11,627,9,793,316,1221,1141,604,414,172,63,292,133,992,54,0,0.826196473551637,0.915617128463476,0.915617128463476,0.33375314861461,0.922544080604534,0.417191435768262,0.0676952141057934,0.232997481108312,0.706863979848867,0.00346347607052897,0.197418136020151,0.00283375314861461,0.322103274559194,0.0919395465994962,0.0198362720403023,0.249685138539043,0.0994962216624685,0.934479934479934,0.494676494676495,0.339066339066339,0.140868140868141,0.312342569269521,0.0170025188916877,0.0418765743073048
"101031016","Jindabyne - Berridale",3940.02854612305,148.60892125,-36.49167543,"NSW",24,240,212,489,417,298,204,223,183,418,390,522,516,553,502,449,350,239,190,113,100,24,32,32.5947075919893,3568,3095,6663,0,4937,5443,5406,2348,5369,1584,1197,2.5,1879,517,1452,1989,3607,9,1710,14,1220,542,2038,1517,710,673,545,123,543,237,2275,73,0,0.740957526639652,0.816899294612037,0.816899294612037,0.29851418280054,0.805793186252439,0.282005102806544,0.0775926759717845,0.217919855920756,0.541347741257692,0.00135074290859973,0.256641152633949,0.00210115563559958,0.352393816599129,0.0814948221521837,0.0184601530841963,0.183100705387963,0.0813447396067837,0.744357212953876,0.34838076545633,0.330225711481845,0.267419038272816,0.341437790784932,0.0109560258141978,0.0355695632597929
"101041017","Batemans Bay",63.7399637467298,150.18174914,-35.70111499,"NSW",84,232,222,422,457,216,183,132,145,326,331,391,407,416,474,625,652,522,540,294,292,77,148,81.4910503601497,3652,3851,7503,3,5947,6743,6705,1823,6746,1500,769,2.3,2733,551,2076,2578,5127,11,1459,27,1118,896,2970,2340,1200,680,946,75,388,250,1319,214,0.00039984006397441,0.792616286818606,0.898707183793149,0.898707183793149,0.343595894975343,0.899107023857124,0.364254298280688,0.0734372917499667,0.276689324270292,0.683326669332267,0.00146608023457284,0.194455551112888,0.00359856057576969,0.242969478875117,0.0517126482740237,0.00999600159936026,0.14900706384113,0.119418899107024,0.787878787878788,0.404040404040404,0.228956228956229,0.318518518518519,0.175796348127416,0.0285219245635079,0.0333200053312009
"101041018","Batemans Bay - South",30.5946079570919,150.2106309,-35.78400423,"NSW",124,229,208,482,486,259,236,137,121,256,327,418,438,468,569,614,690,632,647,348,357,106,194,100.293110615156,3950,4271,8221,0,6385,7287,7312,2230,7259,1517,806,2.3,3113,524,2174,2537,5575,4,1587,16,1395,844,3173,2571,1461,723,883,123,580,344,1372,243,0,0.776669504926408,0.886388517212018,0.886388517212018,0.308599927016178,0.882982605522443,0.378664396058874,0.0637392044763411,0.264444714754896,0.678141345335117,0.000486558812796497,0.19304220897701,0.00194623525118599,0.271256538134047,0.070551027855492,0.0149616834934923,0.169687385962778,0.102663909500061,0.810274188465175,0.46044752600063,0.227860069335014,0.278285534194768,0.166889672789198,0.0295584478773872,0.0418440579004987
"101041019","Bega - Tathra",184.363690073084,149.90211987,-36.72482602,"NSW",88,279,236,488,531,310,269,172,161,348,394,427,472,593,662,578,589,410,422,225,274,67,140,72.2396637259628,3896,4149,8045,9,6940,7509,7425,2296,7389,1300,903,2.4,2792,678,2283,3115,5131,13,2039,25,1735,881,3131,2675,1220,955,860,91,647,394,1920,164,0.00111870727159727,0.862647607209447,0.933374766935985,0.933374766935985,0.387197016780609,0.918458669981355,0.347047855811063,0.0842759477936607,0.28377874456184,0.637787445618397,0.00161591050341827,0.253449347420758,0.00310752019888129,0.285394655065258,0.0804226227470479,0.0113113735239279,0.215661901802362,0.109509011808577,0.854359629511338,0.389651868412648,0.305014372404982,0.274672628553178,0.238657551274083,0.0203853325046613,0.0489745183343692
"101041020","Bega-Eden Hinterland",4709.42000613622,149.71908369,-36.92885609,"NSW",60,229,231,633,615,295,298,139,116,243,295,470,562,813,858,913,800,465,360,196,160,38,38,53.5101868711949,4434,4335,8769,6,7230,8145,8001,2480,8081,1200,851,2.5,3306,891,2093,3052,4740,12,2801,21,2041,740,3301,3195,1573,1144,473,125,723,406,1978,254,0.000684228532329798,0.824495381457407,0.928840232637701,0.928840232637701,0.348044246778424,0.921541794959516,0.377009921313719,0.101607937050975,0.238681719694378,0.540540540540541,0.0013684570646596,0.319420686509294,0.00239479986315429,0.28281446002965,0.0824495381457407,0.0142547610902041,0.232751739080853,0.0843881856540084,0.967888518630718,0.476522265980006,0.346561647985459,0.143289912147834,0.22556733949139,0.0289656745352948,0.046299464020983
"101041021","Broulee - Tomakin",24.2017976654544,150.16171295,-35.84598193,"NSW",36,65,72,184,162,88,83,42,46,84,81,143,153,218,217,233,236,180,180,116,145,38,62,33.9169332874922,1391,1437,2828,4,2253,2552,2524,895,2515,1560,824,2.2,1024,180,798,952,1695,4,779,3,601,375,1139,890,515,275,286,58,260,129,560,77,0.00141442715700141,0.796676096181047,0.902404526166902,0.902404526166902,0.336633663366337,0.889321074964639,0.362093352192362,0.0636492220650637,0.282178217821782,0.599363507779349,0.00141442715700141,0.275459688826025,0.00106082036775106,0.316478076379066,0.0919377652050919,0.0205091937765205,0.212517680339463,0.132602545968883,0.781387181738367,0.452151009657594,0.2414398595259,0.251097453906936,0.198019801980198,0.0272277227722772,0.0456152758132956
"101041022","Deua - Wadbilliga",2782.44677786743,149.74641932,-36.17744528,"NSW",0,3,3,3,5,0,0,0,0,3,0,3,3,3,7,10,9,3,0,0,0,0,0,0.192176595299718,28,28,56,0,46,56,53,26,49,900,1041,2.8,24,0,9,18,38,0,14,0,15,3,21,20,14,6,0,3,12,0,15,0,0,0.821428571428571,1,1,0.321428571428571,0.875,0.428571428571429,0,0.160714285714286,0.678571428571429,0,0.25,0,0.464285714285714,0.214285714285714,0.0535714285714286,0.267857142857143,0.0535714285714286,0.952380952380952,0.666666666666667,0.285714285714286,0,0.267857142857143,0,0
"101041023","Eden",94.8141492548441,149.89098231,-37.03134254,"NSW",48,83,92,209,179,108,108,63,69,131,141,152,187,225,238,258,257,182,198,112,127,32,55,31.9858344670398,1555,1650,3205,4,2730,3021,2984,713,2923,1430,798,2.3,1071,264,987,1218,2167,0,727,6,566,372,1293,1055,501,295,455,24,144,101,675,113,0.00124804992199688,0.85179407176287,0.942589703588144,0.942589703588144,0.38003120124805,0.91201248049922,0.334165366614665,0.0823712948517941,0.30795631825273,0.67613104524181,0,0.226833073322933,0.00187207488299532,0.222464898595944,0.0449297971918877,0.00748829953198128,0.176599063962559,0.11606864274571,0.815931941221964,0.387470997679814,0.22815158546017,0.351894818252127,0.210608424336973,0.0352574102964119,0.0315132605304212
"101041024","Eurobodalla Hinterland",1459.98761318162,150.07224601,-35.77461486,"NSW",13,86,60,220,194,106,105,46,33,99,113,198,191,296,279,313,326,211,140,72,83,16,23,22.6246219594438,1663,1547,3210,3,2635,2952,2946,909,2920,1440,838,2.4,1168,305,841,1089,1916,3,857,11,625,306,1221,1167,578,378,219,43,203,124,679,99,0.000934579439252336,0.820872274143302,0.919626168224299,0.919626168224299,0.339252336448598,0.909657320872274,0.36386292834891,0.0950155763239875,0.261993769470405,0.596884735202492,0.000934579439252336,0.266978193146417,0.00342679127725857,0.283177570093458,0.0632398753894081,0.0133956386292835,0.194704049844237,0.0953271028037383,0.955773955773956,0.473382473382473,0.30958230958231,0.179361179361179,0.211526479750779,0.0308411214953271,0.0386292834890966
"101041025","Merimbula - Tura Beach",97.2920392323547,149.88211765,-36.90016743,"NSW",127,217,224,533,493,277,299,188,135,308,346,513,523,615,747,777,866,744,745,403,466,136,226,121.357401704217,4711,5070,9781,3,7920,9066,8968,3022,8826,1500,864,2.2,3959,742,2533,3164,6369,6,2363,15,2068,1155,4020,2870,1838,1001,1010,139,791,456,2099,231,0.000306717104590533,0.809733156119006,0.92689909007259,0.92689909007259,0.323484306308148,0.902361721705347,0.40476433902464,0.0758613638687251,0.258971475309273,0.651160413045701,0.000613434209181065,0.241590839382476,0.00153358552295266,0.30896636335753,0.0808710765770371,0.014211225846028,0.211430324097741,0.118086085267355,0.713930348258706,0.457213930348259,0.249004975124378,0.251243781094527,0.214599734178509,0.023617217053471,0.046620999897761
"101041026","Moruya - Tuross Head",165.435312642173,150.10720943,-35.94714994,"NSW",72,192,174,458,420,243,226,120,111,228,244,376,426,569,597,660,690,557,556,305,299,69,98,76.1483499293963,3777,3841,7618,6,6292,7187,7023,2149,7062,1309,797,2.3,3006,554,2151,2636,5043,12,1894,18,1493,870,3145,2853,1494,806,745,116,562,345,1419,233,0.000787608296140719,0.825938566552901,0.943423470727225,0.943423470727225,0.346022578104489,0.927014964557627,0.3945917563665,0.0727224993436597,0.282357574166448,0.661984772906275,0.00157521659228144,0.248621685481754,0.00236282488842216,0.282095038067734,0.073772643738514,0.0152270937253872,0.195983197689682,0.114203202940404,0.907154213036566,0.475039745627981,0.256279809220986,0.236883942766296,0.18626936203728,0.0305854555001313,0.0452874770280914
"101041027","Narooma - Bermagui",252.643756762821,150.07371448,-36.3130821,"NSW",143,206,170,444,379,229,180,117,121,226,250,402,417,556,604,863,888,727,636,388,466,145,217,119.097245931694,4303,4328,8631,0,6913,7970,7882,2426,7737,1300,715,2.1,3376,671,2359,2826,5390,13,2156,28,1820,1193,3664,3012,1886,755,858,134,646,375,1410,211,0,0.800950063723786,0.923415594948442,0.923415594948442,0.327424400417101,0.896419881821342,0.391148186768625,0.0777430193488588,0.273317112733171,0.624493106244931,0.00150619858649056,0.249797242497972,0.0032441200324412,0.281079828525084,0.0748464836056077,0.0155254315838257,0.210867802108678,0.138222685667941,0.822052401746725,0.514737991266376,0.206058951965065,0.234170305676856,0.16336461591936,0.024446761673039,0.0434480361487661
"102011028","Avoca Beach - Copacabana",6.43692737889185,151.4301773,-33.47541969,"NSW",34,231,199,576,558,278,233,206,165,275,309,504,560,541,615,468,456,246,258,118,122,35,55,39.6482011505389,3478,3530,7008,0,5514,6416,6203,2829,6484,2150,1465,2.8,2631,422,1833,2215,4631,8,1647,7,1285,469,2380,2098,811,1004,526,197,906,418,1960,166,0,0.786815068493151,0.915525114155251,0.915525114155251,0.316067351598174,0.925228310502283,0.375428082191781,0.0602168949771689,0.261558219178082,0.660816210045662,0.00114155251141553,0.235017123287671,0.000998858447488584,0.403681506849315,0.129280821917808,0.0281107305936073,0.183361872146119,0.0669235159817352,0.881512605042017,0.340756302521008,0.421848739495798,0.221008403361345,0.279680365296804,0.0236872146118721,0.0596461187214612
"102011029","Box Head - MacMasters Beach",32.0864596745063,151.38475088,-33.50853479,"NSW",65,253,248,718,685,367,278,246,229,357,368,598,666,754,827,783,797,628,628,322,356,102,126,92.8525560269543,5128,5208,10336,6,8349,9593,9329,3653,9623,2000,1149,2.5,4367,590,2676,3413,7315,14,1989,7,1779,925,3861,3632,1777,1368,585,264,1047,521,2509,255,0.000580495356037152,0.807759287925697,0.928115325077399,0.928115325077399,0.330205108359133,0.931017801857585,0.42250386996904,0.0570820433436533,0.25890092879257,0.707720588235294,0.00135448916408669,0.192434210526316,0.000677244582043344,0.353424922600619,0.101296439628483,0.0255417956656347,0.172116873065015,0.0894930340557276,0.940688940688941,0.46024346024346,0.354312354312354,0.151515151515152,0.242743808049536,0.0246710526315789,0.050406346749226
"102011030","Calga - Kulnura",767.896086363748,151.17530643,-33.33968263,"NSW",19,106,125,313,333,129,125,110,112,199,189,336,348,365,332,345,289,243,201,101,67,24,30,27.8832804808458,2271,2152,4423,0,3478,3774,3932,1349,3999,1950,1182,2.7,1678,288,1121,1408,2832,27,978,19,822,338,1498,1370,576,514,352,85,359,156,1331,96,0,0.786344110332354,0.853267013339362,0.853267013339362,0.318335971060366,0.904137463260231,0.379380510965408,0.0651141758987113,0.253447886050192,0.640289396337328,0.00610445399050418,0.221116888989374,0.00429572688220665,0.304996608636672,0.0811666289848519,0.0192177255256613,0.185846710377572,0.0764187203255709,0.914552736982643,0.384512683578104,0.343124165554072,0.23497997329773,0.300926972643002,0.0217047252995704,0.0352701786118019
"102011031","Erina - Green Point",33.7840360982766,151.40250135,-33.42324799,"NSW",309,319,307,830,817,451,478,349,320,480,456,717,815,862,1034,829,899,660,814,539,820,266,529,201.983496719945,6303,7289,13592,6,10482,12320,12265,4630,12376,2000,1018,2.5,5493,507,3968,4210,9942,39,2280,32,2123,1428,5048,4271,2183,1692,860,252,1294,710,3158,286,0.000441436138905238,0.771188934667451,0.906415538552089,0.906415538552089,0.309741024131842,0.910535609181872,0.404134785167746,0.0373013537374926,0.291936433195998,0.73145968216598,0.00286933490288405,0.167745732783991,0.00235432607416127,0.340641553855209,0.0952030606238964,0.01854031783402,0.156194820482637,0.105061801059447,0.84607765451664,0.432448494453249,0.335182250396197,0.170364500792393,0.23234255444379,0.0210417892878164,0.0522366097704532
"102011032","Gosford - Springfield",16.9142274428747,151.34790674,-33.42525103,"NSW",146,579,576,898,888,466,486,669,729,1306,1346,1121,1161,1246,1344,1028,1110,694,808,410,652,164,389,162.958024336683,8581,9489,18070,6,13269,15069,15262,6621,16439,1733,1000,2.2,5397,1513,6444,5209,11545,125,3771,43,2517,2783,7612,3478,1824,2115,3392,427,1829,1037,5206,608,0.000332042058660764,0.734311012728279,0.833923630326508,0.833923630326508,0.288267847260653,0.909739900387382,0.298671831765357,0.0837299391256226,0.35661317100166,0.63890426120642,0.00691754288876591,0.20868843386829,0.00237963475373547,0.366408411732153,0.101217487548423,0.0236303265080243,0.13929164360819,0.154012174875484,0.45691014188124,0.239621650026274,0.277850761954808,0.445612191276931,0.288101826231323,0.0336469286109574,0.057387935805202
"102011033","Kariong",8.30639572676064,151.29452763,-33.43972087,"NSW",24,263,260,537,576,377,279,196,157,343,415,488,540,499,487,263,256,134,171,85,88,14,24,24.3842453003915,3198,3253,6451,6,5176,5823,5841,2015,6156,1967,1456,3.1,2383,384,1702,2234,4550,39,1288,18,824,296,2036,1894,469,1113,397,78,423,269,1999,172,0.000930088358394047,0.802356223841265,0.902650751821423,0.902650751821423,0.346302898775384,0.954270655712293,0.369400093008836,0.059525654937219,0.263835064331111,0.705317005115486,0.00604557432956131,0.199658967601922,0.00279026507518214,0.312354673694001,0.0655712292667803,0.0120911486591226,0.127732134552783,0.0458843590141063,0.930255402750491,0.230353634577603,0.546660117878193,0.194990176817289,0.309874438071617,0.0266625329406294,0.0416989614013331
